time_s,vbus_raw,ibus_delta_raw,iq_actual_raw,id_actual_raw,iq_ref_raw,speed_raw,speed_rpm_est,target_speed_raw,target_speed_rpm_est,ramp_speed_raw,ramp_speed_rpm_est,tmos_raw,fault_state,mc_state,key_state,ctrl_mode,actual_angle_raw,target_angle_raw,angle_error_raw,actual_angle_deg,target_angle_deg,angle_error_deg,iq_abs_peak_raw
0.000066,2940,-8211,5279,-12,,,,,,,,,,,,,,,,,,,
0.396708,3951,0,6,11,,,,,,,,,,,,,,,,,,,
0.396913,3951,0,6,11,0,0,0.0,,,,,0,3,8,,,,,,,,,
0.396944,3951,0,6,11,0,0,0.0,,,,,0,3,8,,,9178,0,-32768,50.416259765625,0.0,-180.0,15
0.396971,3951,0,6,11,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9178,0,-32768,50.416259765625,0.0,-180.0,15
0.396994,3953,0,9,3,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9178,0,-32768,50.416259765625,0.0,-180.0,15
0.397014,3953,0,9,3,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9178,0,-32768,50.416259765625,0.0,-180.0,15
0.397033,3953,0,9,3,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9177,0,-32768,50.4107666015625,0.0,-180.0,9
0.397051,3953,0,9,3,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9177,0,-32768,50.4107666015625,0.0,-180.0,9
0.397069,3952,0,0,4,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9177,0,-32768,50.4107666015625,0.0,-180.0,9
0.397088,3952,0,0,4,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9177,0,-32768,50.4107666015625,0.0,-180.0,9
0.397106,3952,0,0,4,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9177,0,-32768,50.4107666015625,0.0,-180.0,9
0.397123,3952,0,0,4,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9177,0,-32768,50.4107666015625,0.0,-180.0,9
0.397140,3952,0,9,3,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9177,0,-32768,50.4107666015625,0.0,-180.0,9
0.397157,3952,0,9,3,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9177,0,-32768,50.4107666015625,0.0,-180.0,9
0.397174,3952,0,9,3,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9178,0,-32768,50.416259765625,0.0,-180.0,9
0.397190,3952,0,9,3,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9178,0,-32768,50.416259765625,0.0,-180.0,9
0.397207,3952,0,2,-4,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9178,0,-32768,50.416259765625,0.0,-180.0,9
0.397226,3952,0,2,-4,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9178,0,-32768,50.416259765625,0.0,-180.0,9
0.397243,3952,0,2,-4,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9180,0,-32768,50.42724609375,0.0,-180.0,25
0.397259,3952,0,2,-4,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9180,0,-32768,50.42724609375,0.0,-180.0,25
0.397287,3952,0,0,4,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9180,0,-32768,50.42724609375,0.0,-180.0,25
0.397303,3952,0,0,4,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9180,0,-32768,50.42724609375,0.0,-180.0,25
0.397318,3952,0,0,4,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9179,0,-32768,50.4217529296875,0.0,-180.0,15
0.397334,3952,0,0,4,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9179,0,-32768,50.4217529296875,0.0,-180.0,15
0.397350,3952,0,9,3,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9179,0,-32768,50.4217529296875,0.0,-180.0,15
0.397367,3952,0,9,3,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9179,0,-32768,50.4217529296875,0.0,-180.0,15
0.397383,3952,0,9,3,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9182,0,-32768,50.438232421875,0.0,-180.0,15
0.397398,3952,0,9,3,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9182,0,-32768,50.438232421875,0.0,-180.0,15
0.397413,3952,0,2,-4,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9182,0,-32768,50.438232421875,0.0,-180.0,15
0.397429,3952,0,2,-4,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9182,0,-32768,50.438232421875,0.0,-180.0,15
0.397444,3952,0,2,-4,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9183,0,-32768,50.4437255859375,0.0,-180.0,9
0.397459,3952,0,2,-4,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9183,0,-32768,50.4437255859375,0.0,-180.0,9
0.397475,3952,0,9,3,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9183,0,-32768,50.4437255859375,0.0,-180.0,9
0.397490,3952,0,9,3,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9183,0,-32768,50.4437255859375,0.0,-180.0,9
0.397505,3952,0,9,3,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9183,0,-32768,50.4437255859375,0.0,-180.0,15
0.397521,3952,0,9,3,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9183,0,-32768,50.4437255859375,0.0,-180.0,15
0.397536,3952,0,-7,-2,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9183,0,-32768,50.4437255859375,0.0,-180.0,15
0.397551,3952,0,-7,-2,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9183,0,-32768,50.4437255859375,0.0,-180.0,15
0.397567,3952,0,-7,-2,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9182,0,-32768,50.438232421875,0.0,-180.0,9
0.397583,3952,0,-7,-2,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9182,0,-32768,50.438232421875,0.0,-180.0,9
0.397598,3952,0,0,4,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9182,0,-32768,50.438232421875,0.0,-180.0,9
0.397613,3952,0,0,4,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9182,0,-32768,50.438232421875,0.0,-180.0,9
0.397628,3952,0,0,4,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9181,0,-32768,50.4327392578125,0.0,-180.0,18
0.397643,3952,0,0,4,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9181,0,-32768,50.4327392578125,0.0,-180.0,18
0.397658,3951,0,0,4,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9181,0,-32768,50.4327392578125,0.0,-180.0,18
0.397672,3951,0,0,4,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9181,0,-32768,50.4327392578125,0.0,-180.0,18
0.397688,3951,0,0,4,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9182,0,-32768,50.438232421875,0.0,-180.0,15
0.397702,3951,0,0,4,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9182,0,-32768,50.438232421875,0.0,-180.0,15
0.397717,3952,0,9,3,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9182,0,-32768,50.438232421875,0.0,-180.0,15
0.397732,3952,0,9,3,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9182,0,-32768,50.438232421875,0.0,-180.0,15
0.397747,3952,0,9,3,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9184,0,-32768,50.44921875,0.0,-180.0,18
0.397763,3952,0,9,3,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9184,0,-32768,50.44921875,0.0,-180.0,18
0.397777,3952,0,9,3,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9184,0,-32768,50.44921875,0.0,-180.0,18
0.397793,3952,0,9,3,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9184,0,-32768,50.44921875,0.0,-180.0,18
0.397808,3952,0,9,3,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9185,0,-32768,50.4547119140625,0.0,-180.0,15
0.397822,3952,0,9,3,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9185,0,-32768,50.4547119140625,0.0,-180.0,15
0.397839,3952,0,-7,-2,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9185,0,-32768,50.4547119140625,0.0,-180.0,15
0.397855,3952,0,-7,-2,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9185,0,-32768,50.4547119140625,0.0,-180.0,15
0.397871,3952,0,-7,-2,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9179,0,-32768,50.4217529296875,0.0,-180.0,18
0.397886,3952,0,-7,-2,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9179,0,-32768,50.4217529296875,0.0,-180.0,18
0.397901,3951,0,0,4,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9179,0,-32768,50.4217529296875,0.0,-180.0,18
0.397916,3951,0,0,4,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9179,0,-32768,50.4217529296875,0.0,-180.0,18
0.397931,3951,0,0,4,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9181,0,-32768,50.4327392578125,0.0,-180.0,25
0.397947,3951,0,0,4,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9181,0,-32768,50.4327392578125,0.0,-180.0,25
0.397962,3952,0,6,11,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9181,0,-32768,50.4327392578125,0.0,-180.0,25
0.397977,3952,0,6,11,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9181,0,-32768,50.4327392578125,0.0,-180.0,25
0.397992,3952,0,6,11,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9180,0,-32768,50.42724609375,0.0,-180.0,15
0.398007,3952,0,6,11,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9180,0,-32768,50.42724609375,0.0,-180.0,15
0.398022,3952,0,9,3,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9180,0,-32768,50.42724609375,0.0,-180.0,15
0.398037,3952,0,9,3,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9180,0,-32768,50.42724609375,0.0,-180.0,15
0.398052,3952,0,9,3,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9186,0,-32768,50.460205078125,0.0,-180.0,18
0.398067,3952,0,9,3,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9186,0,-32768,50.460205078125,0.0,-180.0,18
0.398081,3952,0,2,-4,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9186,0,-32768,50.460205078125,0.0,-180.0,18
0.398096,3952,0,2,-4,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9186,0,-32768,50.460205078125,0.0,-180.0,18
0.398111,3952,0,2,-4,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9182,0,-32768,50.438232421875,0.0,-180.0,12
0.398127,3952,0,2,-4,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9182,0,-32768,50.438232421875,0.0,-180.0,12
0.398142,3951,0,2,-4,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9182,0,-32768,50.438232421875,0.0,-180.0,12
0.398157,3951,0,2,-4,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9182,0,-32768,50.438232421875,0.0,-180.0,12
0.398171,3951,0,2,-4,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9185,0,-32768,50.4547119140625,0.0,-180.0,9
0.398186,3951,0,2,-4,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9185,0,-32768,50.4547119140625,0.0,-180.0,9
0.398201,3952,0,9,3,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9185,0,-32768,50.4547119140625,0.0,-180.0,9
0.398216,3952,0,9,3,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9185,0,-32768,50.4547119140625,0.0,-180.0,9
0.398230,3952,0,9,3,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9180,0,-32768,50.42724609375,0.0,-180.0,9
0.398246,3952,0,9,3,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9180,0,-32768,50.42724609375,0.0,-180.0,9
0.398294,3952,0,25,7,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9180,0,-32768,50.42724609375,0.0,-180.0,9
0.398310,3952,0,25,7,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9180,0,-32768,50.42724609375,0.0,-180.0,9
0.398326,3952,0,25,7,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9183,0,-32768,50.4437255859375,0.0,-180.0,18
0.398341,3952,0,25,7,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9183,0,-32768,50.4437255859375,0.0,-180.0,18
0.398356,3952,0,-12,-10,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9183,0,-32768,50.4437255859375,0.0,-180.0,18
0.398372,3952,0,-12,-10,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9183,0,-32768,50.4437255859375,0.0,-180.0,18
0.398388,3952,0,-12,-10,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9180,0,-32768,50.42724609375,0.0,-180.0,9
0.398403,3952,0,-12,-10,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9180,0,-32768,50.42724609375,0.0,-180.0,9
0.398419,3952,0,-9,6,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9180,0,-32768,50.42724609375,0.0,-180.0,9
0.398434,3952,0,-9,6,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9180,0,-32768,50.42724609375,0.0,-180.0,9
0.398449,3952,0,-9,6,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9179,0,-32768,50.4217529296875,0.0,-180.0,16
0.398464,3952,0,-9,6,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9179,0,-32768,50.4217529296875,0.0,-180.0,16
0.398480,3951,0,-7,-2,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9179,0,-32768,50.4217529296875,0.0,-180.0,16
0.398495,3951,0,-7,-2,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9179,0,-32768,50.4217529296875,0.0,-180.0,16
0.398510,3951,0,-7,-2,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9179,0,-32768,50.4217529296875,0.0,-180.0,15
0.398525,3951,0,-7,-2,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9179,0,-32768,50.4217529296875,0.0,-180.0,15
0.398540,3952,0,0,4,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9179,0,-32768,50.4217529296875,0.0,-180.0,15
0.398555,3952,0,0,4,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9179,0,-32768,50.4217529296875,0.0,-180.0,15
0.398570,3952,0,0,4,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9179,0,-32768,50.4217529296875,0.0,-180.0,15
0.398586,3952,0,0,4,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9179,0,-32768,50.4217529296875,0.0,-180.0,15
0.398601,3952,0,9,3,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9179,0,-32768,50.4217529296875,0.0,-180.0,15
0.398616,3952,0,9,3,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9179,0,-32768,50.4217529296875,0.0,-180.0,15
0.398631,3952,0,9,3,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9179,0,-32768,50.4217529296875,0.0,-180.0,9
0.398646,3952,0,9,3,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9179,0,-32768,50.4217529296875,0.0,-180.0,9
0.398660,3952,0,9,3,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9179,0,-32768,50.4217529296875,0.0,-180.0,9
0.398675,3952,0,9,3,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9179,0,-32768,50.4217529296875,0.0,-180.0,9
0.398690,3952,0,9,3,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9180,0,-32768,50.42724609375,0.0,-180.0,12
0.398705,3952,0,9,3,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9180,0,-32768,50.42724609375,0.0,-180.0,12
0.398720,3952,0,0,4,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9180,0,-32768,50.42724609375,0.0,-180.0,12
0.398735,3952,0,0,4,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9180,0,-32768,50.42724609375,0.0,-180.0,12
0.398749,3952,0,0,4,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9183,0,-32768,50.4437255859375,0.0,-180.0,9
0.398764,3952,0,0,4,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9183,0,-32768,50.4437255859375,0.0,-180.0,9
0.398779,3952,0,9,3,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9183,0,-32768,50.4437255859375,0.0,-180.0,9
0.398795,3952,0,9,3,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9183,0,-32768,50.4437255859375,0.0,-180.0,9
0.398810,3952,0,9,3,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9180,0,-32768,50.42724609375,0.0,-180.0,15
0.398826,3952,0,9,3,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9180,0,-32768,50.42724609375,0.0,-180.0,15
0.398841,3952,0,9,3,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9180,0,-32768,50.42724609375,0.0,-180.0,15
0.398856,3952,0,9,3,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9180,0,-32768,50.42724609375,0.0,-180.0,15
0.398871,3952,0,9,3,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9182,0,-32768,50.438232421875,0.0,-180.0,18
0.398886,3952,0,9,3,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9182,0,-32768,50.438232421875,0.0,-180.0,18
0.398901,3951,0,0,4,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9182,0,-32768,50.438232421875,0.0,-180.0,18
0.398915,3951,0,0,4,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9182,0,-32768,50.438232421875,0.0,-180.0,18
0.398931,3951,0,0,4,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9180,0,-32768,50.42724609375,0.0,-180.0,18
0.398945,3951,0,0,4,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9180,0,-32768,50.42724609375,0.0,-180.0,18
0.398960,3952,0,9,3,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9180,0,-32768,50.42724609375,0.0,-180.0,18
0.398975,3952,0,9,3,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9180,0,-32768,50.42724609375,0.0,-180.0,18
0.398990,3952,0,9,3,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9180,0,-32768,50.42724609375,0.0,-180.0,15
0.399005,3952,0,9,3,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9180,0,-32768,50.42724609375,0.0,-180.0,15
0.399020,3951,0,9,3,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9180,0,-32768,50.42724609375,0.0,-180.0,15
0.399034,3951,0,9,3,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9180,0,-32768,50.42724609375,0.0,-180.0,15
0.399049,3951,0,9,3,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9180,0,-32768,50.42724609375,0.0,-180.0,15
0.399064,3951,0,9,3,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9180,0,-32768,50.42724609375,0.0,-180.0,15
0.399079,3952,0,9,3,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9180,0,-32768,50.42724609375,0.0,-180.0,15
0.399094,3952,0,9,3,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9180,0,-32768,50.42724609375,0.0,-180.0,15
0.399109,3952,0,9,3,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9182,0,-32768,50.438232421875,0.0,-180.0,9
0.399123,3952,0,9,3,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9182,0,-32768,50.438232421875,0.0,-180.0,9
0.399139,3952,0,9,3,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9182,0,-32768,50.438232421875,0.0,-180.0,9
0.399153,3952,0,9,3,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9182,0,-32768,50.438232421875,0.0,-180.0,9
0.399169,3952,0,9,3,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9182,0,-32768,50.438232421875,0.0,-180.0,9
0.399183,3952,0,9,3,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9182,0,-32768,50.438232421875,0.0,-180.0,9
0.399198,3951,0,9,3,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9182,0,-32768,50.438232421875,0.0,-180.0,9
0.399213,3951,0,9,3,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9182,0,-32768,50.438232421875,0.0,-180.0,9
0.399228,3951,0,9,3,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9183,0,-32768,50.4437255859375,0.0,-180.0,15
0.399243,3951,0,9,3,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9183,0,-32768,50.4437255859375,0.0,-180.0,15
0.399258,3952,0,0,4,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9183,0,-32768,50.4437255859375,0.0,-180.0,15
0.399291,3952,0,0,4,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9183,0,-32768,50.4437255859375,0.0,-180.0,15
0.399306,3952,0,0,4,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9182,0,-32768,50.438232421875,0.0,-180.0,9
0.399322,3952,0,0,4,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9182,0,-32768,50.438232421875,0.0,-180.0,9
0.399337,3952,0,9,3,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9182,0,-32768,50.438232421875,0.0,-180.0,9
0.399353,3952,0,9,3,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9182,0,-32768,50.438232421875,0.0,-180.0,9
0.399368,3952,0,9,3,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9181,0,-32768,50.4327392578125,0.0,-180.0,9
0.399383,3952,0,9,3,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9181,0,-32768,50.4327392578125,0.0,-180.0,9
0.399397,3952,0,6,11,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9181,0,-32768,50.4327392578125,0.0,-180.0,9
0.399412,3952,0,6,11,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9181,0,-32768,50.4327392578125,0.0,-180.0,9
0.399427,3952,0,6,11,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9182,0,-32768,50.438232421875,0.0,-180.0,9
0.399442,3952,0,6,11,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9182,0,-32768,50.438232421875,0.0,-180.0,9
0.399457,3952,0,0,4,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9182,0,-32768,50.438232421875,0.0,-180.0,9
0.399473,3952,0,0,4,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9182,0,-32768,50.438232421875,0.0,-180.0,9
0.399488,3952,0,0,4,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9183,0,-32768,50.4437255859375,0.0,-180.0,9
0.399503,3952,0,0,4,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9183,0,-32768,50.4437255859375,0.0,-180.0,9
0.399518,3952,0,9,3,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9183,0,-32768,50.4437255859375,0.0,-180.0,9
0.399533,3952,0,9,3,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9183,0,-32768,50.4437255859375,0.0,-180.0,9
0.399548,3952,0,9,3,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9181,0,-32768,50.4327392578125,0.0,-180.0,18
0.399563,3952,0,9,3,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9181,0,-32768,50.4327392578125,0.0,-180.0,18
0.399578,3952,0,9,3,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9181,0,-32768,50.4327392578125,0.0,-180.0,18
0.399593,3952,0,9,3,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9181,0,-32768,50.4327392578125,0.0,-180.0,18
0.399608,3952,0,9,3,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9186,0,-32768,50.460205078125,0.0,-180.0,12
0.399630,3952,0,9,3,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9186,0,-32768,50.460205078125,0.0,-180.0,12
0.399645,3952,0,-7,-2,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9186,0,-32768,50.460205078125,0.0,-180.0,12
0.399660,3952,0,-7,-2,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9186,0,-32768,50.460205078125,0.0,-180.0,12
0.399676,3952,0,-7,-2,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9180,0,-32768,50.42724609375,0.0,-180.0,25
0.399691,3952,0,-7,-2,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9180,0,-32768,50.42724609375,0.0,-180.0,25
0.399706,3952,0,9,3,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9180,0,-32768,50.42724609375,0.0,-180.0,25
0.399721,3952,0,9,3,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9180,0,-32768,50.42724609375,0.0,-180.0,25
0.399736,3952,0,9,3,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9185,0,-32768,50.4547119140625,0.0,-180.0,25
0.399751,3952,0,9,3,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9185,0,-32768,50.4547119140625,0.0,-180.0,25
0.399781,3952,0,0,4,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9185,0,-32768,50.4547119140625,0.0,-180.0,25
0.399797,3952,0,0,4,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9185,0,-32768,50.4547119140625,0.0,-180.0,25
0.399812,3952,0,0,4,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9186,0,-32768,50.460205078125,0.0,-180.0,18
0.399827,3952,0,0,4,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9186,0,-32768,50.460205078125,0.0,-180.0,18
0.399842,3952,0,9,3,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9186,0,-32768,50.460205078125,0.0,-180.0,18
0.399857,3952,0,9,3,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9186,0,-32768,50.460205078125,0.0,-180.0,18
0.399872,3952,0,9,3,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9183,0,-32768,50.4437255859375,0.0,-180.0,9
0.399887,3952,0,9,3,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9183,0,-32768,50.4437255859375,0.0,-180.0,9
0.399902,3951,0,0,4,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9183,0,-32768,50.4437255859375,0.0,-180.0,9
0.399918,3951,0,0,4,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9183,0,-32768,50.4437255859375,0.0,-180.0,9
0.399932,3951,0,0,4,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9181,0,-32768,50.4327392578125,0.0,-180.0,9
0.399946,3951,0,0,4,0,0,0.0,0,0.0,0,0.0,0,3,8,4,1,9181,0,-32768,50.4327392578125,0.0,-180.0,9
